Machine_ID,Timestamp,Temperature,Vibration,Pressure,Run_Time,Oil_Level,Power_Consumption,Product_Rate,Maintenance_Due,Downtime_Flag,Downtime,Quality_Score,Equipment_Age
M8,2024-01-11 03:00:00,77.15,0.364,73.99,4.62,0.855,82.79,105.08,0,0,No,91.0,995
M6,2024-01-11 04:00:00,97.19,0.351,95.69,17.88,0.703,81.0,109.06,0,1,Yes,85.06,484
M8,2024-01-11 05:00:00,84.17,0.364,119.86,3.05,0.701,85.45,85.37,0,1,Yes,88.73,783
M1,2024-01-11 06:00:00,109.36,0.83,95.01,2.49,0.729,70.02,103.22,0,1,Yes,75.22,379
M8,2024-01-11 07:00:00,76.61,0.356,92.63,17.04,0.73,92.53,94.4,0,1,Yes,94.85,292
M4,2024-01-11 08:00:00,73.42,0.383,100.21,5.01,0.911,80.93,111.68,0,0,No,96.82,738
M1,2024-01-11 09:00:00,72.23,0.252,73.28,7.36,0.761,89.18,78.61,0,0,No,88.31,833
M8,2024-01-11 10:00:00,68.41,0.559,69.52,11.41,0.968,88.76,83.9,0,0,No,89.43,656
M4,2024-01-11 11:00:00,41.88,0.487,114.28,10.78,0.979,85.34,117.7,0,0,No,80.32,726
M6,2024-01-11 12:00:00,71.7,0.273,91.56,17.01,0.993,83.13,103.15,0,0,No,92.11,488
M8,2024-01-11 13:00:00,43.98,0.321,114.13,14.96,0.982,82.38,119.86,0,0,No,78.09,726
M4,2024-01-11 14:00:00,81.78,0.807,122.36,15.47,0.782,79.37,105.46,0,1,Yes,86.01,228
M3,2024-01-11 15:00:00,56.4,0.507,123.97,17.14,0.853,84.83,107.65,0,0,No,85.77,720
M9,2024-01-11 16:00:00,61.59,0.52,67.58,7.02,0.753,82.06,95.36,0,0,No,86.4,252
M3,2024-01-11 17:00:00,64.96,0.521,86.04,7.74,0.942,75.13,97.1,0,0,No,91.77,165
M9,2024-01-11 18:00:00,71.93,0.779,110.75,10.51,0.967,86.1,114.47,0,0,No,90.73,475
M2,2024-01-11 19:00:00,75.1,0.291,111.06,7.38,0.955,82.81,97.85,0,0,No,93.56,332
M2,2024-01-11 20:00:00,109.52,0.421,144.99,23.64,0.83,92.1,117.75,0,1,Yes,72.16,439
M2,2024-01-11 21:00:00,66.34,0.466,81.85,19.54,0.928,61.9,98.35,1,1,Yes,91.36,858
M6,2024-01-11 22:00:00,82.2,0.156,123.36,3.95,0.729,80.36,82.31,0,1,Yes,84.84,852
M3,2024-01-11 23:00:00,115.96,0.317,107.45,0.13,0.712,72.75,80.94,0,1,Yes,74.36,554
M9,2024-01-12 00:00:00,80.66,0.709,67.2,1.03,0.926,74.82,97.42,0,0,No,86.42,375
M4,2024-01-12 01:00:00,72.29,0.652,89.04,5.86,0.828,85.6,113.74,0,0,No,93.41,774
M1,2024-01-12 02:00:00,63.31,0.687,105.25,2.74,0.999,65.64,90.02,0,0,No,89.36,415
M4,2024-01-12 03:00:00,72.09,0.382,65.91,12.8,0.729,81.33,110.98,0,1,Yes,89.37,358
M1,2024-01-12 04:00:00,74.05,0.407,58.52,20.59,0.957,80.3,101.51,0,0,No,89.37,450
M5,2024-01-12 05:00:00,79.03,0.142,64.78,17.68,0.844,69.5,109.09,0,0,No,83.79,633
M4,2024-01-12 06:00:00,76.55,0.686,105.18,5.17,0.948,81.58,95.65,0,0,No,94.46,649
M8,2024-01-12 07:00:00,42.57,0.719,90.31,9.58,0.945,72.38,102.75,0,0,No,77.46,354
M8,2024-01-12 08:00:00,74.72,0.717,87.6,12.19,0.975,101.97,114.08,0,0,No,93.05,636
M7,2024-01-12 09:00:00,91.14,0.821,88.29,19.44,0.789,92.02,99.74,0,1,Yes,83.17,955
M3,2024-01-12 10:00:00,82.82,0.584,71.52,20.14,0.985,80.67,92.13,0,0,No,88.71,236
M1,2024-01-12 11:00:00,78.25,0.811,90.87,21.83,0.746,75.68,72.73,1,1,Yes,90.32,830
M1,2024-01-12 12:00:00,54.33,0.46,63.59,12.22,0.725,85.04,108.12,0,1,Yes,81.58,865
M3,2024-01-12 13:00:00,47.13,0.147,123.75,16.66,0.829,87.67,88.43,0,0,No,74.25,737
M6,2024-01-12 14:00:00,87.47,0.672,133.85,2.68,0.948,82.55,92.19,0,0,No,83.55,826
M7,2024-01-12 15:00:00,72.28,0.139,53.48,13.57,0.842,69.85,83.94,0,0,No,82.12,885
M6,2024-01-12 16:00:00,86.58,0.534,90.62,5.97,0.949,77.9,96.55,0,0,No,91.65,862
M6,2024-01-12 17:00:00,97.97,0.691,91.92,10.36,0.919,80.78,131.46,0,1,Yes,83.08,452
M6,2024-01-12 18:00:00,88.82,0.565,96.51,15.22,0.763,82.9,105.28,0,0,No,91.1,127
M3,2024-01-12 19:00:00,66.86,0.956,120.03,6.17,0.985,83.13,90.34,0,1,Yes,82.81,994
M6,2024-01-12 20:00:00,77.17,0.107,90.68,1.25,0.718,87.31,93.16,0,1,Yes,89.18,591
M8,2024-01-12 21:00:00,65.78,0.483,98.23,0.25,0.969,93.42,78.42,0,0,No,94.7,647
M2,2024-01-12 22:00:00,64.38,0.503,159.58,0.53,0.791,90.13,83.04,0,0,No,82.7,898
M5,2024-01-12 23:00:00,80.14,0.231,97.77,0.2,0.85,85.9,80.66,1,1,Yes,91.61,887
M1,2024-01-13 00:00:00,62.52,0.269,135.32,2.65,0.827,67.42,104.05,0,0,No,82.08,296
M1,2024-01-13 01:00:00,41.86,0.331,110.04,5.75,0.752,91.86,106.7,0,0,No,78.04,787
M5,2024-01-13 02:00:00,61.68,0.28,88.93,5.31,0.807,88.19,101.16,0,0,No,86.73,931
M3,2024-01-13 03:00:00,84.48,0.478,85.59,23.68,0.758,77.44,105.55,0,0,No,91.95,663
M4,2024-01-13 04:00:00,97.82,0.379,99.85,7.34,0.761,80.3,88.51,1,1,Yes,86.15,211
M3,2024-01-13 05:00:00,67.64,0.564,77.47,3.06,0.756,80.66,82.78,0,0,No,90.54,614
M1,2024-01-13 06:00:00,82.68,0.63,82.72,13.09,0.847,75.62,82.68,0,0,No,90.11,1028
M1,2024-01-13 07:00:00,86.97,0.616,91.54,20.59,0.939,62.52,82.02,0,0,No,90.0,652
M5,2024-01-13 08:00:00,93.4,0.418,105.87,16.27,0.871,68.83,105.38,0,0,No,87.99,764
M6,2024-01-13 09:00:00,92.36,0.557,136.52,7.11,0.968,70.93,130.21,0,0,No,82.88,311
M3,2024-01-13 10:00:00,92.64,0.707,90.3,13.48,0.891,60.32,84.29,0,0,No,85.1,280
M9,2024-01-13 11:00:00,48.99,0.589,109.23,17.16,0.907,68.87,94.87,0,0,No,83.37,281
M5,2024-01-13 12:00:00,78.1,0.872,67.44,17.47,0.9,91.41,103.04,0,1,Yes,84.5,488
M8,2024-01-13 13:00:00,86.38,0.696,121.21,16.0,0.835,84.86,95.81,0,0,No,86.14,225
M1,2024-01-13 14:00:00,96.87,0.844,65.57,20.9,0.907,70.29,104.99,0,1,Yes,75.31,168
M5,2024-01-13 15:00:00,101.46,0.002,115.97,20.88,0.721,73.12,91.37,0,1,Yes,73.61,952
M3,2024-01-13 16:00:00,75.88,0.519,98.38,13.89,0.958,92.29,89.79,0,0,No,98.85,675
M1,2024-01-13 17:00:00,63.83,0.435,97.59,10.32,0.933,92.04,97.26,0,0,No,92.64,787
M4,2024-01-13 18:00:00,49.54,0.475,93.99,15.4,0.774,80.7,104.9,0,0,No,85.57,732
M5,2024-01-13 19:00:00,65.32,0.339,73.97,19.64,0.93,91.75,119.24,0,0,No,86.73,176
M7,2024-01-13 20:00:00,115.17,0.579,75.03,0.14,0.704,72.34,105.65,0,1,Yes,73.34,1011
M1,2024-01-13 21:00:00,81.26,0.138,116.73,23.81,0.765,82.27,96.22,0,0,No,86.29,397
M3,2024-01-13 22:00:00,45.61,0.581,100.24,4.39,0.72,65.26,112.46,0,1,Yes,83.64,654
M2,2024-01-13 23:00:00,85.99,0.346,93.85,11.29,0.934,76.36,115.0,0,0,No,90.19,664
M9,2024-01-14 00:00:00,105.4,0.4,108.87,20.93,0.927,80.28,95.45,0,1,Yes,81.03,540
M10,2024-01-14 01:00:00,94.31,0.588,102.03,5.4,0.944,63.15,97.81,0,0,No,88.19,277
M6,2024-01-14 02:00:00,82.06,0.516,84.14,11.44,0.701,85.93,93.59,0,1,Yes,92.98,900
M10,2024-01-14 03:00:00,87.68,0.711,149.22,3.18,0.85,87.6,112.31,0,0,No,79.6,668
M3,2024-01-14 04:00:00,102.6,0.306,114.82,9.48,0.911,90.11,101.11,0,1,Yes,79.36,577
M8,2024-01-14 05:00:00,63.82,0.484,102.54,4.25,0.747,103.34,78.92,0,1,Yes,93.58,370
M8,2024-01-14 06:00:00,60.84,0.678,89.73,8.73,0.895,84.17,106.09,0,0,No,87.31,784
M2,2024-01-14 07:00:00,58.58,0.572,119.06,8.96,0.725,79.36,122.34,0,1,Yes,86.53,492
M6,2024-01-14 08:00:00,85.22,0.585,84.25,23.84,0.754,63.98,123.53,0,0,No,90.04,183
M7,2024-01-14 09:00:00,115.8,0.722,82.56,23.88,0.843,83.92,92.81,0,1,Yes,71.68,308
M2,2024-01-14 10:00:00,82.92,0.419,133.87,2.75,0.896,85.59,89.55,0,0,No,87.64,339
M10,2024-01-14 11:00:00,82.33,0.377,100.61,17.42,0.744,66.44,128.47,0,1,Yes,93.74,150
M2,2024-01-14 12:00:00,47.71,0.615,84.73,1.24,0.756,77.6,123.5,0,0,No,81.0,933
M10,2024-01-14 13:00:00,64.6,0.47,100.11,0.72,0.761,80.11,107.01,0,0,No,94.18,243
M1,2024-01-14 14:00:00,47.47,0.724,117.0,2.53,0.772,85.3,74.32,0,0,No,78.34,287
M8,2024-01-14 15:00:00,111.08,0.574,112.43,23.17,0.768,88.56,90.91,0,1,Yes,77.99,1003
M1,2024-01-14 16:00:00,118.54,0.375,119.49,22.58,0.819,74.63,83.6,0,1,Yes,71.84,406
M9,2024-01-14 17:00:00,86.69,0.568,75.01,4.65,0.896,82.01,127.19,1,1,Yes,87.8,534
M6,2024-01-14 18:00:00,60.2,0.319,118.98,3.88,0.831,85.74,77.12,0,0,No,85.19,385
M7,2024-01-14 19:00:00,97.23,0.689,96.42,5.77,0.933,78.18,127.05,0,1,Yes,84.38,994
M10,2024-01-14 20:00:00,71.2,0.221,101.78,12.37,0.916,75.79,98.42,0,0,No,92.16,314
M7,2024-01-14 21:00:00,56.78,0.744,124.19,13.67,0.738,87.13,82.03,0,1,Yes,81.17,962
M10,2024-01-14 22:00:00,60.53,0.564,114.05,5.32,0.715,78.22,114.8,1,1,Yes,88.67,869
M3,2024-01-14 23:00:00,68.55,0.467,107.02,18.16,0.963,68.03,109.44,0,0,No,94.71,637
M2,2024-01-15 00:00:00,75.74,0.653,60.32,7.43,0.724,93.73,81.01,0,1,Yes,88.64,837
M9,2024-01-15 01:00:00,87.1,0.602,99.09,22.13,0.745,69.14,99.62,0,1,Yes,91.72,371
M8,2024-01-15 02:00:00,53.81,0.766,84.31,15.76,0.707,79.05,120.63,0,1,Yes,80.94,463
M10,2024-01-15 03:00:00,93.2,0.764,114.22,10.47,0.889,83.22,93.85,0,0,No,82.77,197
M7,2024-01-15 04:00:00,72.74,0.57,119.82,18.96,0.875,84.55,125.2,0,0,No,93.5,900
M9,2024-01-15 05:00:00,64.29,0.326,93.96,19.63,0.996,81.7,88.83,0,0,No,89.95,838
M4,2024-01-15 06:00:00,91.65,0.392,86.66,6.97,0.966,50.58,75.67,0,0,No,86.84,156
M4,2024-01-15 07:00:00,57.25,0.486,131.13,8.15,0.823,72.97,100.68,0,0,No,84.61,714
M1,2024-01-15 08:00:00,60.68,0.716,87.94,22.46,0.811,82.96,78.09,0,0,No,86.1,298
M8,2024-01-15 09:00:00,94.09,0.409,76.11,3.95,0.789,78.91,101.87,0,0,No,83.85,795
M3,2024-01-15 10:00:00,103.37,0.425,83.35,1.01,0.746,85.12,100.08,0,1,Yes,80.99,970
M7,2024-01-15 11:00:00,68.07,0.87,88.9,10.9,0.741,90.21,88.62,0,1,Yes,86.92,356
M2,2024-01-15 12:00:00,74.31,0.479,82.77,19.23,0.74,85.07,128.18,0,1,Yes,95.79,689
M2,2024-01-15 13:00:00,57.8,0.373,116.91,18.52,0.734,72.71,99.94,0,1,Yes,85.48,508
M7,2024-01-15 14:00:00,90.1,0.655,56.04,22.07,0.772,74.61,112.97,0,0,No,80.55,1030
M6,2024-01-15 15:00:00,67.86,0.489,82.35,12.8,0.792,96.31,113.93,0,0,No,92.68,322
M3,2024-01-15 16:00:00,73.47,0.222,99.05,2.4,0.988,78.21,126.42,1,1,Yes,93.49,180
M9,2024-01-15 17:00:00,81.14,0.708,104.2,14.13,0.874,79.05,81.86,0,0,No,91.93,731
M10,2024-01-15 18:00:00,58.53,0.351,133.84,18.68,0.996,85.1,73.64,0,0,No,82.01,471
M6,2024-01-15 19:00:00,69.57,0.509,130.9,2.24,0.812,92.37,125.86,0,0,No,90.93,632
M10,2024-01-15 20:00:00,47.94,0.486,67.99,4.14,0.837,70.99,108.72,0,0,No,79.8,579
M10,2024-01-15 21:00:00,69.68,0.546,61.84,0.29,0.797,75.04,101.89,0,0,No,88.78,466
M6,2024-01-15 22:00:00,73.6,0.062,100.5,14.25,0.755,63.96,98.0,0,0,No,90.44,134
M1,2024-01-15 23:00:00,94.12,0.433,86.54,21.28,0.743,77.04,95.34,0,1,Yes,86.41,945
M4,2024-01-16 00:00:00,78.59,0.725,76.16,16.1,0.984,85.68,112.92,0,0,No,88.94,892
M10,2024-01-16 01:00:00,106.27,0.753,100.32,23.57,0.996,76.36,78.34,0,1,Yes,79.24,648
M6,2024-01-16 02:00:00,51.91,0.302,104.61,1.51,0.713,97.6,107.16,0,1,Yes,83.56,628
M6,2024-01-16 03:00:00,63.25,0.684,83.22,21.67,0.745,81.16,115.47,0,1,Yes,87.09,358
M5,2024-01-16 04:00:00,82.93,0.348,87.52,19.54,0.827,78.98,111.15,0,0,No,90.49,278
M1,2024-01-16 05:00:00,44.42,0.425,84.76,7.54,0.756,76.48,98.93,0,0,No,80.16,382
M8,2024-01-16 06:00:00,93.3,0.436,91.77,23.36,0.809,66.4,99.96,0,0,No,87.92,798
M5,2024-01-16 07:00:00,57.3,0.522,110.83,6.91,0.739,79.1,119.29,0,1,Yes,88.55,232
M5,2024-01-16 08:00:00,118.31,0.7,78.44,21.34,0.837,83.58,108.73,0,1,Yes,70.03,305
M7,2024-01-16 09:00:00,94.51,0.553,87.19,21.14,0.782,78.82,126.33,0,0,No,86.62,600
M4,2024-01-16 10:00:00,71.71,0.475,92.01,18.18,0.806,82.31,73.86,1,1,Yes,96.25,882
M6,2024-01-16 11:00:00,93.42,0.693,99.86,13.52,0.728,73.29,113.6,0,1,Yes,86.9,167
M4,2024-01-16 12:00:00,59.05,0.339,105.52,2.88,0.828,67.55,87.83,1,1,Yes,87.71,819
M3,2024-01-16 13:00:00,61.9,0.485,140.85,12.77,0.995,78.94,98.91,0,0,No,84.97,659
M7,2024-01-16 14:00:00,56.08,0.699,111.44,8.56,0.799,82.21,120.64,0,0,No,84.27,580
M8,2024-01-16 15:00:00,62.02,0.606,111.92,19.01,0.963,78.31,84.96,1,1,Yes,89.01,424
M4,2024-01-16 16:00:00,75.92,0.407,94.67,18.2,0.953,82.04,131.73,0,0,No,96.61,361
M2,2024-01-16 17:00:00,98.89,0.197,80.4,21.85,0.986,87.77,116.58,1,1,Yes,78.08,695
M10,2024-01-16 18:00:00,89.42,0.562,89.44,0.36,0.937,87.73,108.69,0,0,No,89.43,389
M3,2024-01-16 19:00:00,47.63,0.184,85.79,19.42,0.898,88.57,86.02,1,1,Yes,77.16,201
M1,2024-01-16 20:00:00,86.91,0.457,107.84,22.52,0.957,90.05,97.3,0,0,No,91.63,391
M8,2024-01-16 21:00:00,58.38,0.736,66.97,18.94,0.723,84.97,94.62,0,1,Yes,80.37,659
M3,2024-01-16 22:00:00,71.92,0.619,111.85,3.12,0.839,83.56,81.52,0,0,No,93.7,357
M10,2024-01-16 23:00:00,110.01,0.095,97.66,1.95,0.997,99.43,116.41,0,1,Yes,73.93,723
M7,2024-01-17 00:00:00,79.38,0.54,114.67,0.5,0.931,87.84,93.93,0,0,No,94.08,842
M10,2024-01-17 01:00:00,88.49,0.436,85.52,15.09,0.989,71.55,97.37,0,0,No,89.08,953
M5,2024-01-17 02:00:00,104.41,0.245,81.97,15.11,0.934,61.37,98.12,0,1,Yes,76.59,347
M10,2024-01-17 03:00:00,110.29,0.567,91.87,23.69,0.962,77.59,96.79,1,1,Yes,79.39,538
M5,2024-01-17 04:00:00,68.28,0.402,91.39,9.55,0.912,86.25,107.96,0,0,No,92.95,415
M7,2024-01-17 05:00:00,55.86,0.403,116.13,7.97,0.928,89.59,90.66,0,0,No,85.26,973
M9,2024-01-17 06:00:00,74.55,0.525,115.94,14.99,0.857,67.5,115.27,0,0,No,96.09,708
M5,2024-01-17 07:00:00,66.48,0.375,138.1,19.81,0.977,87.29,91.06,0,0,No,85.62,706
M1,2024-01-17 08:00:00,62.56,0.519,90.09,22.48,0.948,91.35,99.57,0,0,No,91.41,361
M10,2024-01-17 09:00:00,78.61,0.381,33.05,19.27,0.953,86.09,80.4,0,0,No,82.43,518
M10,2024-01-17 10:00:00,78.99,0.392,91.81,10.24,0.902,84.16,116.07,0,0,No,94.21,182
M1,2024-01-17 11:00:00,101.54,0.699,104.61,15.24,0.791,78.67,119.89,0,1,Yes,81.84,319
M2,2024-01-17 12:00:00,83.49,0.719,114.29,20.55,0.711,75.4,110.74,0,1,Yes,88.52,352
M6,2024-01-17 13:00:00,79.2,0.158,106.07,11.77,0.981,87.86,102.56,0,0,No,89.85,519
M9,2024-01-17 14:00:00,65.02,0.649,90.07,5.2,0.876,85.83,99.46,0,0,No,90.04,231
M8,2024-01-17 15:00:00,88.1,0.78,134.28,4.07,0.789,76.73,76.57,0,0,No,81.0,1000
M5,2024-01-17 16:00:00,73.13,0.811,79.33,0.0,0.745,105.42,79.68,0,1,Yes,88.7,178
M1,2024-01-17 17:00:00,57.41,0.604,94.51,17.24,0.949,64.9,111.26,0,0,No,88.03,376
M7,2024-01-17 18:00:00,74.8,0.289,78.4,2.67,0.951,77.68,97.29,0,0,No,91.35,717
M5,2024-01-17 19:00:00,80.86,0.626,100.39,5.85,0.944,72.29,79.61,0,0,No,94.47,452
M6,2024-01-17 20:00:00,78.83,0.326,131.78,7.15,0.894,83.84,78.92,0,0,No,88.25,866
M7,2024-01-17 21:00:00,90.69,0.431,97.18,13.45,0.81,60.51,109.52,0,0,No,90.22,479
M3,2024-01-17 22:00:00,53.28,0.577,97.3,9.55,0.791,92.69,113.11,0,0,No,87.07,745
M10,2024-01-17 23:00:00,62.36,0.339,66.08,16.19,0.703,90.05,76.99,0,1,Yes,83.68,762
M3,2024-01-18 00:00:00,84.6,0.271,94.26,1.34,0.95,82.67,102.28,0,0,No,89.47,864
M5,2024-01-18 01:00:00,64.12,0.593,123.01,2.97,0.726,76.9,105.82,1,1,Yes,88.1,603
M6,2024-01-18 02:00:00,78.61,0.873,95.0,11.98,0.889,87.16,91.25,0,1,Yes,89.73,1015
M9,2024-01-18 03:00:00,38.7,0.749,93.64,8.09,0.851,83.29,118.6,1,1,Yes,75.61,955
M5,2024-01-18 04:00:00,115.74,0.641,122.11,7.1,0.858,89.52,94.83,0,1,Yes,72.38,852
M1,2024-01-18 05:00:00,70.95,0.696,93.73,1.61,0.978,78.78,74.25,0,0,No,92.81,446
M4,2024-01-18 06:00:00,111.49,0.628,125.84,21.5,0.709,78.19,97.08,0,1,Yes,74.04,682
M5,2024-01-18 07:00:00,69.95,0.59,74.31,16.6,0.932,90.78,120.52,1,1,Yes,90.54,627
M10,2024-01-18 08:00:00,81.22,0.68,113.56,2.92,0.716,86.34,94.82,0,1,Yes,90.58,354
M10,2024-01-18 09:00:00,97.38,0.226,132.93,1.56,0.711,78.26,84.3,0,1,Yes,76.75,664
M5,2024-01-18 10:00:00,110.98,0.54,120.16,23.4,0.829,83.68,109.42,0,1,Yes,77.18,141
M7,2024-01-18 11:00:00,71.93,0.484,62.65,16.35,0.719,81.85,103.88,0,1,Yes,90.67,1020
M4,2024-01-18 12:00:00,72.97,0.516,87.23,10.02,0.937,84.67,99.96,0,0,No,96.12,799
M1,2024-01-18 13:00:00,90.05,0.408,95.16,16.84,0.859,92.69,107.16,1,1,Yes,89.66,804
M5,2024-01-18 14:00:00,110.0,0.604,120.2,18.15,0.709,76.5,89.62,0,1,Yes,76.38,942
M7,2024-01-18 15:00:00,77.88,0.336,73.37,18.72,0.712,73.55,91.0,0,1,Yes,89.96,353
M10,2024-01-18 16:00:00,104.36,0.393,79.62,11.47,0.884,82.74,110.91,0,1,Yes,79.11,482
M10,2024-01-18 17:00:00,71.38,0.369,67.9,10.32,0.942,74.63,85.5,0,0,No,89.15,846
M6,2024-01-18 18:00:00,89.28,0.673,83.48,0.26,0.831,70.89,124.22,0,0,No,86.1,544
M5,2024-01-18 19:00:00,109.82,0.498,74.97,22.24,0.866,89.94,118.44,0,1,Yes,77.54,994
M4,2024-01-18 20:00:00,68.85,0.408,131.96,14.48,0.94,77.13,82.84,0,0,No,88.69,445
M2,2024-01-18 21:00:00,63.79,0.425,87.05,4.88,0.883,61.32,122.14,0,0,No,90.31,639
M4,2024-01-18 22:00:00,110.62,0.501,113.82,22.07,0.767,88.47,102.28,1,1,Yes,79.41,609
M10,2024-01-18 23:00:00,80.43,0.824,100.36,21.96,0.884,75.62,120.77,0,1,Yes,90.72,907
M10,2024-01-19 00:00:00,73.9,0.253,100.08,23.74,0.888,85.78,102.0,0,0,No,94.49,860
M3,2024-01-19 01:00:00,77.69,0.635,88.17,20.98,0.92,90.83,97.34,1,1,Yes,93.59,1020
M10,2024-01-19 02:00:00,80.36,0.594,115.4,23.95,0.886,81.9,95.78,0,0,No,92.35,703
M1,2024-01-19 03:00:00,87.85,0.323,103.09,5.87,0.991,59.65,63.26,0,0,No,89.43,1037
M8,2024-01-19 04:00:00,99.27,0.793,101.93,20.21,0.759,60.36,113.91,0,1,Yes,81.61,637
M5,2024-01-19 05:00:00,85.73,0.608,88.13,19.75,0.985,73.28,89.39,0,0,No,90.1,403
M4,2024-01-19 06:00:00,81.32,0.398,91.4,5.54,0.862,79.43,114.4,0,0,No,93.09,719
M8,2024-01-19 07:00:00,66.09,0.128,111.78,2.36,0.902,92.0,125.11,0,0,No,85.75,805
M7,2024-01-19 08:00:00,102.55,0.546,104.6,23.51,0.73,82.91,91.34,0,1,Yes,84.39,729
M2,2024-01-19 09:00:00,92.74,0.491,102.47,7.1,0.814,106.17,90.45,0,0,No,90.46,497
M1,2024-01-19 10:00:00,100.52,0.294,84.92,20.9,0.931,65.09,115.12,1,1,Yes,80.1,666
M4,2024-01-19 11:00:00,81.74,0.291,138.88,0.1,0.912,81.21,92.99,0,0,No,84.68,683
M8,2024-01-19 12:00:00,63.49,0.674,90.41,0.5,0.712,75.55,119.76,0,1,Yes,88.85,912
M2,2024-01-19 13:00:00,78.18,0.109,99.39,11.18,0.864,82.35,89.63,0,0,No,90.47,707
M3,2024-01-19 14:00:00,62.7,0.563,96.26,5.73,0.726,97.52,121.57,0,1,Yes,91.84,759
M1,2024-01-19 15:00:00,74.64,0.463,139.09,16.56,0.999,98.15,95.41,0,0,No,91.25,1049
M1,2024-01-19 16:00:00,50.4,0.599,94.18,13.57,0.969,80.54,104.95,0,0,No,84.55,609
M3,2024-01-19 17:00:00,50.51,0.441,92.35,1.86,0.706,88.62,114.73,0,1,Yes,85.05,292
M5,2024-01-19 18:00:00,72.13,0.559,102.37,3.9,0.958,82.16,107.67,0,0,No,96.92,335
M3,2024-01-19 19:00:00,66.77,0.351,86.13,9.31,0.976,69.25,116.06,0,0,No,90.14,1014
M1,2024-01-19 20:00:00,76.6,0.49,102.23,4.45,0.806,80.14,78.16,0,0,No,98.56,508
M1,2024-01-19 21:00:00,72.98,0.598,147.43,19.01,0.916,74.95,93.89,0,0,No,87.55,938
M8,2024-01-19 22:00:00,75.45,0.53,105.99,9.99,0.833,79.37,100.95,0,0,No,97.97,444
M10,2024-01-19 23:00:00,84.13,0.576,105.26,2.24,0.897,71.48,88.52,0,0,No,92.86,606
M2,2024-01-20 00:00:00,68.05,0.314,85.64,11.62,0.802,81.55,114.56,0,0,No,89.94,562
M3,2024-01-20 01:00:00,71.71,0.382,134.18,2.18,0.797,83.06,92.32,0,0,No,89.15,988
M2,2024-01-20 02:00:00,96.83,0.385,138.78,3.09,0.827,87.04,88.55,0,1,Yes,79.04,959
M3,2024-01-20 03:00:00,75.05,0.445,117.05,5.75,0.744,83.1,114.11,0,1,Yes,95.46,867
M7,2024-01-20 04:00:00,86.77,0.772,113.08,20.63,0.949,96.35,84.32,0,0,No,86.06,905
M1,2024-01-20 05:00:00,91.49,0.429,95.3,22.19,0.805,101.92,85.05,1,1,Yes,89.4,188
M10,2024-01-20 06:00:00,72.58,0.271,107.83,19.83,0.82,75.95,107.62,1,1,Yes,92.65,479
M8,2024-01-20 07:00:00,64.36,0.608,83.3,8.02,0.968,89.7,120.16,0,0,No,89.17,557
M10,2024-01-20 08:00:00,60.03,0.769,77.48,6.54,0.849,101.15,102.43,0,0,No,82.62,200
M10,2024-01-20 09:00:00,63.55,0.248,70.25,13.18,0.863,89.96,75.76,0,0,No,83.28,533
M10,2024-01-20 10:00:00,88.09,0.895,108.21,17.32,0.987,87.17,110.27,0,1,Yes,83.92,393
M2,2024-01-20 11:00:00,78.66,0.583,72.43,23.84,0.966,61.78,91.11,0,0,No,90.99,912
M3,2024-01-20 12:00:00,72.68,0.707,90.01,3.16,0.751,74.42,116.81,0,0,No,92.7,838
M9,2024-01-20 13:00:00,85.51,0.793,98.78,1.18,0.842,75.88,94.31,1,1,Yes,88.63,750
M7,2024-01-20 14:00:00,70.82,0.695,119.91,16.66,0.991,93.87,117.16,0,0,No,90.04,566
M4,2024-01-20 15:00:00,84.5,0.478,88.44,19.97,0.812,72.69,93.73,0,0,No,92.49,618
M10,2024-01-20 16:00:00,62.27,0.744,122.27,20.31,0.811,79.15,89.67,0,0,No,84.31,543
M5,2024-01-20 17:00:00,73.01,0.551,118.78,16.28,0.759,88.4,71.24,0,0,No,94.23,533
M2,2024-01-20 18:00:00,91.42,0.718,78.57,22.9,0.734,72.24,90.11,0,1,Yes,83.14,711
M8,2024-01-20 19:00:00,75.35,0.74,122.46,12.26,0.922,82.79,102.66,0,0,No,90.54,1019
M4,2024-01-20 20:00:00,60.25,0.282,94.33,21.93,0.931,81.49,101.51,0,0,No,87.13,844
M9,2024-01-20 21:00:00,111.66,0.659,90.02,23.23,0.991,88.77,109.17,0,1,Yes,76.5,608
M5,2024-01-20 22:00:00,74.62,0.464,94.41,20.33,0.932,86.59,118.66,0,0,No,97.96,553
M9,2024-01-20 23:00:00,80.03,0.528,99.93,7.43,0.773,86.27,100.43,0,0,No,96.92,659
M4,2024-01-21 00:00:00,75.12,0.525,91.7,4.71,0.712,82.01,101.02,0,1,Yes,97.77,334
M10,2024-01-21 01:00:00,90.06,0.517,83.21,13.15,0.996,63.24,116.69,0,0,No,88.77,747
M5,2024-01-21 02:00:00,107.81,0.805,84.97,10.87,0.802,81.4,103.47,0,1,Yes,74.49,497
M9,2024-01-21 03:00:00,66.77,0.227,102.78,21.07,0.794,80.55,86.15,0,0,No,89.87,424
M8,2024-01-21 04:00:00,65.27,0.156,96.79,2.4,0.972,87.67,92.17,0,0,No,87.6,784
M3,2024-01-21 05:00:00,77.84,0.113,110.55,6.19,0.876,75.77,68.05,0,0,No,88.74,310
M1,2024-01-21 06:00:00,58.42,0.714,101.05,18.04,0.764,80.42,85.95,1,1,Yes,87.22,757
